100,Aazz,اعاز,m,نہایَت، مضبوط، عزیز,"Very strong, dear"
101,Ab Ul Hasan,ابو الحسن,m,حسن کا باپ،سیدنا حضرت علی کی کنیت,"Hassan&#39;s father, the surname of Hazrat Ali"
102,Ab-e-nuqra,آب نقرہ,m,پارہ ۔ چاندی کا پانی,Mercury Silver water
103,Abaa,عبا,m,چغہ,چغہ
104,Abaad,عباد,m,فرمانبردار,Obedient
105,Abaan,ابان,m,پرانا عربی نام، صاف، واضح,"Old Arabic name, clear, distinct"
106,Abab,اعباب,m,صحت مند، گول مٹول، لمبا,"Healthy, chubby, tall"
107,Ababil,ابابیل,m,مجمع,Assembly
108,Abad,آباد,m,رونق بھرا، آبادی والا,"Prosperous, populous"
109,Abadah,عبادہ,m,تحملّ، پائيداری، قوت,"Patience, endurance, strength"
110,Abadard,ابدرد,m,کامیاب، بامراد، اقبال مند,"Successful, successful, successful"
111,Abadi,آبادی,m,ازلی، لامحدود، لازوال,"Eternal, infinite, timeless"
112,Abadilat,عبادلت,m,عبدُاللہ: اللہ کا بندہ,Abdullah: Servant of Allah
113,Abadullah,عبد ﷲ,m,اﷲ کی عبادت کرنے والا، اللہ کا بندہ,"Worshiper of Allah, servant of Allah"
114,Abahat,اباحت,m,جائز،اجازت،ٹھیک,"Legitimate, permission, right"
115,Abahh,اباه,m,الاباہ امام حسن بن ابراہیم عرفیت تھا، القاعدہ مامن کا ایک نجومی,"Al-Abah was the nickname of Imam Hassan bin Ibrahim, an astrologer of Al-Maman"
116,Abaid,عبید,m,چھوٹا غلام,Little slave
117,Abaj,آبج,m,قدامت، ہمیشگی، ابدیّت,"Conservatism, eternity, eternity"
118,Abakhtar,اباختر,m,سیارہ، شمال,"Planet, North"
119,Aban,ابن,m,ایرانی کیلنڈر کے 8th مہینہ ایک خاص فرشتے کا نام,The name of a special angel in the 8th month of the Iranian calendar
120,Abanjar,ابنجر,m,لمبا، ہٹا کٹا، دلیر,"Tall, cut, bold"
121,Abann,ابن,m,طویل، مضبُوط، طاقتور,"Long, strong, powerful"
122,Abannak,آبَننَک,m,پائیدار، مضبوط,"Durable, strong"
123,Abanus,آبانوس,m,آبنوس، گہرا سیاہ رنگ,"Ebony, dark black"
124,Abar,عبر,m,صحابی کا نام,The name of the companion
125,Abaravand,اباراوند,m,سَب سے بَڑھ کَر، اوّل، مُقَدَّم، سَب سے زیادہ,"Above all, first, foremost, above all"
126,Abarin Notavan,عبران نوٹوں,m,عظیم شباب بخش,Massive juicer
127,Abas,آبس,m,خوش ہونا,be happy
128,Abasi,عباسی,m,بنو عباس سے تعلق,Relationship with Banu Abbas
129,Abasin,اباسین,m,دریائے سندھ,Indus River
130,Abass,عباس,m,شیر،آپ کے چچا کا نام,"Lion, your uncle&#39;s name"
131,Abba,ابا,m,والد، باپ,"Father, father"
132,Abbaas,عباس,m,شیر,Lion
133,Abbad,ابُد,m,اللہ کا بندہ,God&#39;s man
134,Abbal,عبال,m,گلاب کا پودا,Rose plant
135,Abbam,عبا،,m,بھاری,heavy
136,Abbar,ابار,m,مضبوط، مستحکم,"Strong, stable"
137,Abbas,عباس,m,حضور کے چچا کا نام,Name of the uncle of the Holy Prophet
138,Abbasi,عباسی,m,عباس سے متعلق,About Abbas
139,Abbasiyah,عباسیہ,m,عباس سے متعلق,About Abbas
140,Abbudin,عابدین,m,عِبادَت گُزار، عابِد,"Worship God, worshiper"
141,Abd,عبد,m,بندہ، غلام,"Slave, slave"
142,Abd Al Ala,عبد الاعلی,m,اعلی کے غلام,Slave of the high
143,Abd Al Alim,عبد العلیم,m,سب کچھ جاننے والےکا بندہ,The servant of the All-Knowing
144,Abd Al Bari,عبد الباری,m,اللہ کا بندہ,God&#39;s man
145,Abd Al Hakim,عبدالحاکم,m,بڑی حکمت والے,Very wise
146,Abd Al Jabbar,عبد الجبار,m,بہت طاقت ور,Very powerful
147,Abd Al Matin,عبدالمتین,m,مضبوط,Strong
148,Abd Al Qadir,عبد القادر,m,قابل,Possible
149,Abd Al Rashid,عبد الرشید,m,رشید,Rashid
150,Abd Al Sami,عبدالسمی,m,خوب سننےوالے کا خادم,Servant of the good listener
151,Abd Er Rahman,عبد الرحمان,m,رحم کرنے والے,Merciful
152,Abd Khayr,عبدل خیر,m,خیر کا خٓادم,Servant of goodness
153,Abd Manaf,عبد المناف,m,مناف,Munaf
154,Abdaal,ابدال,m,انتظام کرنے والا۔,Administrator
155,Abdah,ابداه,m,عبد الرحمن کا پیار سے لیا جانے والا نام,Abdul Rahman&#39;s affectionate name
156,Abdal,عبدل,m,بدل,instead
157,Abdal Ati,عبد العطی,m,اللہ کا بندہ,God&#39;s man
158,Abdal Aziz,عبد العزیز,m,طاقَتور,taqtur
159,Abdal Fattah,عبد الفتح,m,پرورش دینے والا,Nurturer
160,Abdal Hadi,عبدالحادی,m,قائد کے خادم,Servant of the Quaid
161,Abdal Hakim,عبدالحاکم,m,حکمت والے,Wise people
162,Abdal Halim,عبد الحلیم,m,صبر والا,Patience
163,Abdal Hamid,عبد الحامد,m,قابل تعریف,Definable
164,Abdal Jabbar,عبد الجبار,m,مدد کرنے والے کا بندہ,Helper&#39;s servant
165,Abdal Jabir,عبد الجبار,m,مددگار,Helpful
166,Abdal Kadir,عبد الکادر,m,جوایک قابل آدمی کی خدمت کر تا ہے,Who serves a capable man
167,Abdal Karim,عبد الکریم,m,کریم,کریم
168,Abdal Lafif,عبد الطیف,m,مہربان,Kind
169,Abdal Majid,عبدالماجد,m,با عظمت,Imperial
170,Abdal Malik,عبد المالک,m,بادشاہ کے خادم,The king&#39;s servants
171,Abdal Mufi,عبد المفی,m,مُعطِی,مُعطِی
172,Abdal Muhsin,عبد المحسن,m,ایک سخی داتا,A generous giver
173,Abdal Qadir,عبد القادر,m,قابل,Possible
174,Abdal Rahim,عبد الرحیم,m,رحم کرنے والے کا بندہ,Servant of the merciful
175,Abdal Rahman,عبد الرحمان,m,رحم کرنے والے کے بندے,Servant of the Merciful
176,Abdal Rauf,عبد الرؤف,m,رحم کرنے والے کا بندہ,Servant of the merciful
177,Abdal Raziq,عبدالرازق,m,مہیا کرنے والا,Provider
178,Abdal Razzaq,عبد الرزاق,m,مہیا کرنے والے,Providers
179,Abdal Salam,عبد السلام,m,امن,security
180,Abdal Wahab,عبدالوہاب,m,عطا کرنے والا,Giver
181,Abdalla,عبداللہ,m,خدا کے بندے,Servant of god
182,Abdallah,عبداللہ,m,اللہ کے بندے,Servant of allah
183,Abdalrahman,عبد الرحمان,m,رحم کرنے والے,Merciful
184,Abdan,ابدان,m,عبد سے ماخوذ ہے,Derived from Abd
185,Abdar,آبدار,m,شیشے کی مانند ٬صاف چمکدار، ۔ پانی جیسی چمک، شفاف، صاف، نفیس، بارونق، چمکیلی، پانی رکھنے والی خادمہ,"Shiny like glass. Water-like shine, transparent, clear, elegant, baroque, shiny, water-bearing maid"
186,Abdar Rahman,عبد الرحمان,m,رحم کرنے والے کا بندہ,Servant of the merciful
187,Abdeel,عبدیل,m,بخارات,Steam
188,Abdel,عبدل,m,خدا کے بندے,Servant of god
189,Abdel Adir,عبد العدیر,m,جوہر قابل,Essentially worth it
190,Abdel Ati,عبد العطی,m,اللہ کا بندہ,God&#39;s man
191,Abdel Aziz,عبد العزیز,m,طاقَتور,taqtur
192,Abdel Fattah,عبد الفتح,m,پرورش دینے والا,Nurturer
193,Abdel Gawwad,عبدالگواد,m,ایک عظیم الشان,A great one
194,Abdel Hadi,عبدالحادی,m,قائد کے خادم,Servant of the Quaid
195,Abdel Hakim,عبدالحاکم,m,حکمت والے,Wise people
196,Abdel Halim,عبد الحلیم,m,صبر کرنے والا,Patient
197,Abdel Hamid,عبد الحامد,m,قابل تعریف,Definable
198,Abdel Kadir,عبد الکدیر,m,قابل,Possible
199,Abdel Kerim,عبد الکریم,m,کرم کرنے والے کا بندہ,Servant of the doer of good
200,Abdel Krim,عبد الکریم,m,کرم کرنے والے کا بندہ,Servant of the doer of good
201,Abdel Lafif,عبدا لفیف,m,مہربان,Kind
202,Abdel Malik,عبد المالک,m,بادشاہ,King
203,Abdel Mufi,عبد المُفی,m,مُعطِی,مُعطِی
204,Abdel Qadir,عبد القادر,m,جوہر قابل,Essentially worth it
205,Abdel Salam,عبد السلام,m,امن دینے والے کا بندہ,The servant of the giver of peace
206,Abder Rahim,عبد الرحیم,m,رحمان کا بندہ,Rehman&#39;s servant
207,Abder Rahman,عبد الرحمان,m,رحم کرنے والے کا بندہ,Servant of the merciful
208,Abder Razi,عبد الرضی,m,مہیا کرنے والے,Providers
209,Abder Razza,عبد الرضا,m,مہیا کرنے والے,Providers
210,Abdi,عبدی,m,عبدل کا مختصر کیا ہوانام، مختصر کردہ,"Abdul&#39;s short name, abbreviated"
211,Abdu,ابدُ,m,خدا کا بندہ,Servant of god
212,Abdud Daar,عبدل دار,m,معزول کُنِندہ کا خادم,The servant of the deposed slayer
213,Abdul,عبدل,m,خدا کے بندے,Servant of god
214,Abdul Aakhir,عبد الاخر,m,آخری خادم,The last servant
215,Abdul Aalee,عب الالی,m,حق تعالی کا بندے,Servant of the Almighty
216,Abdul Abdel Abd Al,عبدل عبدیل عبد ال,m,خادم اللہ کا,خادم اللہ کا
217,Abdul Adheem,عبدل ادھیم,m,عظیم کے خادم,Servants of the Great
218,Abdul Adl,عبدل عدل,m,بس کے خادم,Bus attendant
219,Abdul Afuw,عبدل افو,m,معاف کرنے والے کا غلام,The slave of the forgiver
220,Abdul Ahad,عبدل احد,m,ایک کا خادم,Servant of one
221,Abdul Aleem,عبد العلیم,m,علام الغیوب,علام الغیوب
222,Abdul Ali,عبدل علی,m,اعلی ایک کے غلام,The slave of the higher one
223,Abdul Alim,عبدالعلیم,m,علام الغیوب,علام الغیوب
224,Abdul Aliyy,عبدل علی,m,حق تعالی کا بندے,Servant of the Almighty
225,Abdul Awwal,عبد الاول,m,سب سے پہلے ایک کا غلام,The slave of the first one
226,Abdul Azeem,عبد العظیم,m,طاقت ور,Strong
227,Abdul Azeez,عبد العزیز,m,بہت طاقت ور، طاقَتور,"Very powerful, powerful"
228,Abdul Azim,عبد العظیم,m,طاقتور,Powerful
229,Abdul Aziz,عبد العزیز,m,طاقتور,Powerful
230,Abdul Baaqi,عبدالباقی,m,لازوال کے خادم,Servant of Lazwal
231,Abdul Baari,عبد الباری,m,خالق کا بندہ,Creator&#39;s servant
232,Abdul Baasit,عبد الباسط,m,پھیلانے والے، خالق,"Spreader, Creator"
233,Abdul Badee,عبد ل بدی,m,موجد کے غلام,The inventor&#39;s slave
234,Abdul Badi,عبد ل بدی,m,لاجواب کے خادم,Great service
235,Abdul Bais,عبدل بائس,m,اٹھاتا ہے جو ایک کا خادم,The one who picks up the servant
236,Abdul Baith,عبدل بیت,m,محافظ کے غلام,Slave of the guard
237,Abdul Bari,عبد الباری,m,خالق کا بندہ,Creator&#39;s servant
238,Abdul Baseer,عبدالبصیر,m,سب دیکھنے والے کا غلام,The slave of all who see
239,Abdul Basir,عبدالبصیر,m,سب دیکھنے والے کا غلام,The slave of all who see
240,Abdul Basit,عبد الباسط,m,روزی فراخ کرنے والے کا بندہ، خالق,"Creator, the servant of the giver of sustenance"
241,Abdul Batin,عبد ل بتن,m,غیب کا غلام,Slave of the unseen
242,Abdul Dhahir,عبدل داہر,m,ظاہر کا خادم,Apparent servant
243,Abdul Fatah,عبدالفتح,m,فتّاح,opener
244,Abdul Ghaffar,عبد الغفار,m,بخشنے والے کا خادم,Servant of the Forgiver
245,Abdul Ghafoor,عبد الغفور,m,بخشنے والے,Forgivers
246,Abdul Ghafur,عبدالغفور,m,بخشنے والے,Forgivers
247,Abdul Ghani,عبد الغنی,m,آزاد,Free
248,Abdul Haady,عبد الحادے,m,راہنُمائی کَرنے والے,Guides
249,Abdul Haafiz,عبد الحفیظ,m,حفاظت کر نے والے,Protectors
250,Abdul Hadeem,عبد الحدیم,m,عقلمند آدمی کا خدمت گزر,Serve the wise man
251,Abdul Hadi,عبدالہادی,m,راہنمائی کرنے والے کا بندہ,The servant of the guide
252,Abdul Hafeedh,عبدل حفیدہ,m,نگہبان کا خادم,Caretaker&#39;s servant
253,Abdul Hafeez,عبد الحفیظ,m,وہ جو ماسٹر کی خدمت کر تا ہے,He who serves the Master
254,Abdul Hafiz,عبد الحفیظ,m,محافظ کے خادم,Servant of the Guard
255,Abdul Hakam,عبد الحکم,m,ثالث,third
256,Abdul Hakeem,عبد الحکیم,m,صاحب حکمت والے کا خادم,The servant of the wise
257,Abdul Hakeen,عبدالحکین,m,عقلمند آدمی کا خدمت گزر,Serve the wise man
258,Abdul Hakim,عبد الحکیم,m,وہ جو عقلمند کی خدمت کر تا ہو؎,He who serves the wise
259,Abdul Haleem,عبد الحلیم,m,حلیم، صابر,"Halim, Saber"
260,Abdul Halim,عبد الحلیم,m,حلیم، صابر,"Halim, Saber"
261,Abdul Hameed,عبد الحمید,m,قابل تعریف، کبھی قابل ستائش,"Admirable, sometimes admirable"
262,Abdul Hamid,عبد الحامد,m,قابل تعریف,Definable
263,Abdul Hannan,عبدل حنان,m,رحمان کے بندے,Rehman&#39;s servant
264,Abdul Haq,عبدالحق,m,سچائی,The truth
265,Abdul Haqq,عبد الحق,m,انصاف پرور,Ensaf Parvar
266,Abdul Haseeb,عبد الحسیب,m,مکرم، مغزز,"Thank you, brain"
267,Abdul Hasib,عبدل حسیب,m,محترم کے خادم,Dear servant
268,Abdul Hayy,عبدل حئی,m,زندہ رہنے والے کے خادم,Servant of the living
269,Abdul Jabaar,عبدالجبار,m,بہت طاقت ور,Very powerful
270,Abdul Jabbar,عبد الجبار,m,وہ جو مددگار کی خدمت کر تا ہو,One who serves as a helper
271,Abdul Jabir,عبد الجابر,m,مددگار,Helpful
272,Abdul Jaleel,عبد الجلیل,m,عظیم، عزت کی,"Great, honorable"
273,Abdul Jalil,عبد الجلیل,m,عظیم، عزت کی,"Great, honorable"
274,Abdul Jame,عبدل جامی,m,جمع کرنے والے کے خادم,Collector&#39;s servant
275,Abdul Jamil,عبدل جمیل,m,خوبصورت کے خادم,Beautiful servant
276,Abdul Jawwad,عبدل جواد,m,کریم کے غلام,Kareem&#39;s slave
277,Abdul Kabir,عبدل کبیر,m,عظیم کے غلام,Slaves of the great
278,Abdul Kadir,عبد القادر,m,جوایک قابل آدمی کی خدمت کر تا ہے,Who serves a capable man
279,Abdul Kafi,عبدل کافی,m,آل کفیل کے بندے,Servants of Al-Kafeel
280,Abdul Kareem,عبد الکریم,m,سخی آدمی کا خدمت گزر,Serve the generous man
281,Abdul Karim,عبد الکریم,m,با عظمت,Imperial
282,Abdul Khaaliq,عبد الخالق,m,خالق کا بندہ,Creator&#39;s servant
283,Abdul Khabir,عبدل خبیر,m,خبردار کا خادم,Servant of warning
284,Abdul Khafiz,عبدل خفیظ,m,NULL,NULL
285,Abdul Khaliq,عبد الخالق,m,خالق کا بندہ,Creator&#39;s servant
286,Abdul Lafif,عبدل للفیف,m,مہربان,Kind
287,Abdul Lateef,عبد الطیف,m,مہربان آدمی کا خدمت گزر,Serve the kind man
288,Abdul Latif,عبد الطیف,m,ایک بلند تخیل کے غلام,Slave to a higher imagination
289,Abdul Maane,عبدالمانی,m,باز رَکھنے والے کا خادم,Servant of restraint
290,Abdul Magid,عبد المجید,m,بڑی عظمت والے کا بندہ,The servant of the great
291,Abdul Majeed,عبد المجید,m,ایک عظیم الشان آدمی کا خدمت گزر,Pass the service of a great man
292,Abdul Majid,عبد الماجد,m,خدائے تعالی کے بندے,Servant of God Almighty
293,Abdul Malik,عبد المالک,m,رب کا غلام,Slave of the lord
294,Abdul Mani,عبدل مانی,m,روکتا ہے جو ایک کا غلام,Prevents the slave of one
295,Abdul Mannan,عبدالمننان,m,محسن کا غلام,Mohsin&#39;s slave
296,Abdul Mateen,عبد المتین,m,مستحکم کے بندے، مظبوط,"Strong servant, strong"
297,Abdul Medjid,عبد المدجید,m,بڑی عظمت والے کا بندہ,The servant of the great
298,Abdul Mejid,عبد المجید,m,بڑی عظمت والے کا بندہ,The servant of the great
299,Abdul Moakhir,عبدل موخر,m,عمل روک کا خادم,Process stopper
300,Abdul Mohsi,عبدل موحثی,m,گھیرے میں لینے والے کا خادم,Servant of the siege
301,Abdul Momit,عبدل مومیت,m,موت دینے والا کا خادم,Servant of death
302,Abdul Moqit,عبدل موقت,m,جان ڈالنے والے کا خادم,Servant of the one who gives life
303,Abdul Mubdee,عبدل مبدی,m,موجد کے غلام,The inventor&#39;s slave
304,Abdul Mubdi,عبدل مبدی,m,موجد کے غلام,The inventor&#39;s slave
305,Abdul Mueed,عبدل معید,m,بحال کرنے کا غلام,Slave to restore
306,Abdul Mueid,عبدل معید,m,بحال کرنے کا غلام,Slave to restore
307,Abdul Mughni,عبد المغنی,m,مالا مال کرنے والا کا خادم,The servant of the rich
308,Abdul Muhsen,عبد االمحسن,m,ایک سخی داتا,A generous giver
309,Abdul Muhsi,عبدل محسی,m,حساب لینے والا کے خادم,Servant of the Accountant
310,Abdul Muhsin,عبدل محسن,m,محسن کا غلام,Mohsin&#39;s slave
311,Abdul Muhyee,عبدل مہیی,m,زندہ کرتا ہے اور اسے برقرار والے کے غلام,Revives and enslaves him
312,Abdul Muhyi,عبدل مہیی,m,زندگی دینے والے کا خادم,Servant of the Giver of Life
313,Abdul Muid,عبدل مئید,m,بحال کرنے کا غلام,Slave to restore
314,Abdul Muiz,عبدالمعز,m,قوت عظمت شان عطا کرنے والے,Those who bestow greatness and glory
315,Abdul Muizz,عبد المعز,m,تعظیم و تکریم کرنے والا کا خادم,The servant of the reverend
316,Abdul Mujeeb,عبدالمجیب,m,جواب دینے والا,Respondent
317,Abdul Mujib,عبد المُجیب,m,مجیب,Mujib
318,Abdul Mumin,عبدالمومن,m,ایمان کی نعمت عطا کرنے والے کا خادم,Servant of the Blesser of Faith
319,Abdul Munim,عبد المُنیم,m,محسن,Mohsen
320,Abdul Muntaqim,عبدالمنتقم,m,غلطیاں عذاب دے اور عذاب غصب کرنے والوں کا غلام,Punish the mistakes and punish the slaves of the usurpers
321,Abdul Muqaddim,عبدالمقددم,m,NULL,NULL
322,Abdul Muqeet,عبدالمقیت,m,رب کے غلام,Slave of the lord
323,Abdul Muqsit,عبدالمقست,m,مکمل کے غلام,Slave of the whole
324,Abdul Muqtadir,عبد المقتدر,m,طاقتور کا خادم,Servant of the mighty
325,Abdul Musawwir,عبدالمصویر,m,صورتیں بنانے والے کا خادم,Servant of the shaper
326,Abdul Mutaal,عبدالمطال,m,بہت زیادہ عظیم,Too great
327,Abdul Mutaalee,عبدالمتالی,m,سب سے زیادہ بلند کا خادم,The highest servant
328,Abdul Mutakabbir,عبدالمتکبر,m,بہت زبردست کا خادم,Great servant
329,Abdul Mutali,عبدالمعطلی,m,حق تعالی کی نوکر,Servant of the Almighty
330,Abdul Muti,عبدل مطعی,m,دینے والے کا خادم,Servant of the giver
331,Abdul Mutlib,عبدالمطلب,m,حضرت محمد ﷺ کے دادا کا نام,Name of Prophet Muhammad&#39;s grandfather
332,Abdul Muttalib,عبد المُطلب,m,طالب کے غلام، نبی محمد ﷺکے دادا.,"Talib&#39;s slave, grandfather of Prophet Muhammad."
333,Abdul Muzanni,عبدالمزانی,m,حدیث کا ایک راوی,A narrator of a hadith
334,Abdul Nafi,عبدالنفی,m,محسن کا خادم,Mohsen Ka Khadem
335,Abdul Nasir,عبدالناصر,m,دستگیر کا خادم,Khadem arrested
336,Abdul Nasser,عبد النصیر,m,دستگیر، فتح دینا,"Arrested, Fatah Dina"
337,Abdul Noor,عبدالنور,m,نور کا بندہ,Servant of light
338,Abdul Nur,عبد النور,m,نورکا خادم,Norca Khadim
339,Abdul Qaadir,عبد القدیر,m,قابل,Possible
340,Abdul Qabiz,عبدالقابض,m,باز رَکھنے والے کا خادم,Servant of restraint
341,Abdul Qadar,عبد القادر,m,اللہ کا بندہ,God&#39;s man
342,Abdul Qadeer,عبدالقدیر,m,قدیر٬ قدرت والا - عبدل کا بندہ، زورآور، طاقتور، صاحب قدرت,"Almighty God - Abdul&#39;s servant, strong, powerful, powerful"
343,Abdul Qader,عبد القادر,m,جوہر قابل,Essentially worth it
344,Abdul Qadir,عبدالقادر,m,قادر کا بندہ، اللہ پاک کا نام، اللہ کا بندہ، اللہ کا غلام,"The servant of God, the name of God, the servant of God, the slave of God"
345,Abdul Qahaar,عبدالقہار,m,غالب، قادرِ مطلق,"Ghalib, the Almighty"
346,Abdul Qahir,عبدالقاہر,m,غالب کا خادم,Servant of the Almighty
347,Abdul Qaiyoum,عبدالقیوم,m,خود کو برقرار رکھنے کا خادم,Servant of self-preservation
348,Abdul Qawi,عبدالقوی,m,سب سے زیادہ مضبوط کا خادم,The servant of the strongest
349,Abdul Qayyum,عبدالقیوم,m,نفس سیدھ کے بندے,Servants of self-alignment
350,Abdul Quddus,عبد القدوس,m,حضور کے خادم.,Servant of the Holy Prophet.
