num.,name,arabic,sex,meaning
105,Aanishah,عانشہ,f,صلح
106,Aaniya,آنیہ,f,جانب
107,Aaniyah,عانیہ,f,قیدی
108,Aankah,آنکہ,f,حیران کن
109,Aankeh,آنکہ,f,حیران کن
110,Aanqah,آنقہ,f,حیران کن
111,Aansa,آنسہ,f,محبت کرنے والا
112,Aansah,آنثہ,f,غیر شادی شدہ
113,Aanser,آنثر,f,غیر شادی شدہ
114,Aanssa,آنسہ,f,محبت کرنے والی، کنواری
115,Aaouna,آونہ,f,بڑا
116,Aapa,آپا,f,بڑی بہن
117,Aaqidah,عاقدہ,f,وعدہ
118,Aaqilah,عاقیلہ,f,"عاقِل ۔ , عَقل مند,"
119,Aara,آرا,f,"تعظیم , تقدیس,"
120,Aaraa,آراء,f,خوبصورت
121,Aaraam,آرام,f,سکون
122,Aaraam Jaan,آرام جان,f,پیاری
123,Aaraas,اعراس,f,خوش
124,Aaraaz,آراض,f,سکون
125,Aaraindah,آرائندہ,f,سجانے والا
126,Aaraish,آرائش,f,سجاوٹ
127,Aaramish,آرامش,f,سکون
128,Aaranda,آرندہ,f,آنے والا
129,Aarash,آراش,f,راحت،سکون
130,Aarasih,آرائش,f,دکھاوا،سجاوٹ
131,Aarbel,آربل,f,زندگی
132,Aardeen,آردین,f,امتحان
133,Aarela,آریلہ,f,سنہری
134,Aarifah,عارفہ,f,"سب کچھ جاننے والا, جو عورت اسلام کو تسلیم کرتی ہے ,"
135,Aarikah,عارکہ,f,مقابلہ
136,Aarilah,آریلہ,f,سنہری
137,Aariyah,عاریہ,f,محافظ
138,Aarleen,آرلین,f,وعدہ
139,Aarmah,عارمہ,f,شرارتی
140,Aaroolah,آرولہ,f,سنہری
141,Aarsah,آرسہ,f,آئینہ
142,Aarsee,آرسی,f,آئینہ
143,Aarveen,آروین,f,امتحان
144,Aarzoo,آرزو,f,خواہش
145,Aasah,آسہ,f,مددگار
146,Aaseemah,آسیمہ,f,حیران
147,Aasfi,آصفی,f,جمع کرنے والا
148,Aasfiah,آصفیہ,f,بلند
149,Aashaa,آشا,f,امید
150,Aashaam,آشام,f,پینے والا
151,Aashibah,آشبہ,f,مشابہ
152,Aashkarah,آشکارہ,f,ظاہر
153,Aashrah,آشرہ,f,بیان کرنا
154,Aashuftah,آشفتہ,f,حیران
155,Aasia,آسیہ,f,"امید , آس, توقع"
156,Aasiaa,آسیا,f,امید
157,Aasibah,عاصبہ,f,کھلاڑی
158,Aasif Jah,آصف جاہ,f,ایک لقب
159,Aasifah,آصفہ,f,جمع کرنے والا
160,Aasigha,آسغہ,f,سچ
161,Aasiha,آسہہ,f,سجاوٹ
162,Aasimah,اسیمہ,f,"مرکزی ,جواب دہ ,سرپرست"
163,Aasira,اسیرہ,f,"اقرار نامہ, تحریر, تمسک"
164,Aasiyah,عاصیہ,f,بری
165,Aasma,آثمہ,f,قصوروار
166,Aasmaa,اسماء,f,"بیش بہار, بیش قیمت , بہترین"
167,Aasmah,آسمہ,f,حیران
168,Aasmeer,آژمیر,f,چالاک
169,Aasni,آسنی,f,بستر
170,Aasoodah,آسودہ,f,مطمئن
171,Aasra,آثرہ,f,بیان
172,Aasrah,آسرہ,f,بھروسہ
173,Aassaish,آسائش,f,سکون
174,Aasyah,آسیہ,f,ستون
175,Aateh,عاطہ,f,مقابل
176,Aatia,آتیہ,f,آنے والا
177,Aatifa,عطیفہ,f,"اُلفت, ہمدردی,"
178,Aatifah,عاتفہ,f,جنگجو
179,Aatifat,عاطفت,f,مہربان
180,Aatikah,عاتکہ,f,نیک
181,Aatimah,عاتمہ,f,مکمل
182,Aatiq,عتیق,f,نوجوان عورت
183,Aatiqah,اطیقہ,f,کندھے کی حمایت کی عمر
184,Aatirah,اطرح,f,"خُوشبُو دار , مَہَک دار, سُوندھا"
185,Aatish Afroze,آتش افروز,f,آگ
186,Aatish Anan,آتش عناں,f,تیز
187,Aatishadam,آتش قدم,f,گرم
188,Aatma,آتمہ,f,دل
189,Aatya,آتیہ,f,قاصدہ
190,Aawaisa,آویژہ,f,خالص
191,Aawaiz,آویز,f,محبت
192,Aawera,آورا,f,صبح کی چمک
193,Aaya Rahmat,آیہ رحمت,f,قرآن مجید کی آیت
194,Aayezah,عایذہ,f,ایک مشہور خاتون کا نام
195,Aayma,آئمہ,f,رہنمائی کرنے والی
196,Aaytan,آئے تن,f,چاند
197,Aazaar,آذار,f,ایک مہینے کا نام
198,Aazala,آزالہ,f,راضی
199,Aazbak,آزبک,f,امیر
200,Aazena,آذینہ,f,خلقت
201,Aazfaa,آزفہ,f,قریب
202,Aazin,آذین,f,سجاوٹ
203,Aazina,آذینہ,f,سجاوٹ
204,Aazirah,عاذرہ,f,نیک
205,Aazlaa,آزلہ,f,رکاوٹ
206,Aazmaa,آزمہ,f,قریب
207,Aazmah,عازمہ,f,ارادہ
208,Aazrem,آزرم,f,امن
209,Ab-Ul-Shams,عب الشمس,f,سفید
210,Abaidah,عبیدہ,f,غلام
211,Abal,ابل,f,جنگلی گلاب
212,Abaloch,آبلوچ,f,میٹھی٬مصری کی ڈلی،شیریں
213,Abanhir,ابنھر,f,ابان کے جوہر رکھنے والے
214,Abanna,ابننا,f,"سخت , ٹھوس , لمبا"
215,Abannah,ابننہ,f,"مستحکم , مضبوط , قدآور"
216,Abaq,عبق,f,خوشبو
217,Abariq,اباریق,f,صراحی
218,Abarr,ابار,f,سب سے زیادہ پرہیزگار
219,Abasah,عبسہ,f,المہدی کی بیٹی
220,Abashsh,اباشش,f,"خوش اخلاق , باتونی , مہربان"
221,Abazir,ابازر,f,"میٹھی جڑی بوٹیاں , مسالہ"
222,Abbaasah,عباسہ,f,"شيرنی, ہارون رشید کی بہن,"
223,Abbasah,اباسہ,f,"شير کی مادَّہ , شيرنی"
224,Abdaorabeedah,عبدربیدہ,f,"پَرِستار, بَندَہ,"
225,Abeedah,عبیدہ,f,"پَرِستار, بَندَہ,"
226,Abeeha,ابیہا,f,حضرت فاطمہ رضی اللہ کا نام
227,Abeehah,ابیھا,f,حضرت فاطمہ رضی اللہ کا نام
228,Abeela,عبیلہ,f,فربہ،موٹی
229,Abeer,عبیر,f,"نِکہَت , مَہَک , خُوشبُو"
230,Abeera,عبیرہ,f,زعفران
231,Abeerah,ابیرہ,f,زعفران، خوشبو مہک
232,Abeha,ابیہا,f,حضرت فاطمہ رضی اللہ کا نام
233,Abha,ابھا,f,"زیادہ شاندار , سب سے زیادہ خوبصورت"
234,Abhaj,ابہج,f,سب سے زیادہ خوبصورت
235,Abia,ابیا,f,"عظیم , کلاں , کبیر"
236,Abida,عابدہ,f,عبادت کرنے والی
237,Abidah,عابدہ,f,"پرستار , گوشہ نشین , عِبادَت گُزار"
238,Abiha,ابیہا,f,حضرت فاطمہ رضی اللہ کا نام
239,Abila,عبیلہ,f,صحت مند
240,Abira,عابرہ,f,غور کرنے والی
241,Abishah,عابشہ,f,کھلاڑی
242,Abla,عبلہ,f,ایک جنگلی گلاب
243,Ablaa,ابلا,f,بالکل قائم
244,Ablah,ابلہ,f,بالکل قائم
245,Ablaj,ابلاج,f,"صاف , خوبصورت , روشَن"
246,Abqari,عبقری,f,"فَرحَت افزا , ہوش مَند , رنگا رنگ"
247,Abqer,عبقر,f,ایک گاؤں کا نام
248,Abqeri,عبقری,f,سردار
249,Abqurah,بقره,f,"عظیم ذہانت, فطری قابلیت, اعلٰی ذہانت"
250,Abra,عبرہ,f,نصیحت،ہدایت،مثال
251,Abraaz,ابراز,f,ظاہر
252,Abraj,ابرج,f,خوبصورت آنکھوں کے ساتھ
253,Abrash,ابرش,f,"ابلق , دھّبے دار , داغدار"
254,Abreen,ابرین,f,صراحی
255,Abreeshmina,ابریشمینہ,f,ریشم
256,Abreshmina,ابریشمنا,f,ریشم سے بنا
257,Abrid,عبرد,f,گوری لڑکی،سفید رنگت والی،حسین و جمیل
258,Abrish,ابرش,f,پانی کی طرح تیز بہنا
259,Abroo,آبرو,f,عزت
260,Abrood,عبرود,f,خوبصورت
261,Abroud,عبرود,f,گوری لڑکی
262,Abudiyah,عبودیہ,f,عبادت
263,Aburd,عبرد,f,سفید
264,Abushams,عب الشمس,f,نازک اندام لڑکی،ذکی الحس،نزاکت
265,Adaa,ادا,f,ناز
266,Adab,اداب,f,"ثقافت , تہذيب , اچھی نسل"
267,Adaisah,عدیسہ,f,ایک مشہور صحابی کا نام
268,Adala,عدالہ,f,"انصاف , عدل , دیانت داری"
269,Adara,عدارا,f,"کنيا , دوشيزہ , کنواری"
270,Addeva,ادیوا,f,"عالی خاندان , شریف , خوشگوار"
271,Addos,عدوس,f,بہادر
272,Adeeba,ادیبہ,f,"مہذب , لیکھکا , ادبی عورت"
273,Adeela,عدیلہ,f,یکساں انصاف کرنے والی
274,Adeelah,عدیلہ,f,جج
275,Adeema,عدیمہ,f,نایاب، ناپيد ، گم ، معدوم
276,Adeena,عدینہ,f,جذباتی، جنتی ،بہشتی
277,Adeeva,عدیوا,f,"خوشگوار, شریف , نجیب"
278,Adela,عدیلہ,f,دلیل دینے والی
279,Aden,عدن,f,جنت
280,Adfah,عدفہ,f,گروہ
281,Adhra,عدہرا,f,"کنواری , کنيا , دوشيزہ"
282,Adiba,ادیبہ,f,علم و ادب جاننے والی
283,Adibaa,ادیبہ,f,جاننے والا
284,Adidah,عدیدہ,f,مثال
285,Adifaah,ادیفہ,f,"چالاک, قابل, لائق"
286,Adila,عادلہ,f,عدل کرنے والی
287,Adilah,عدیلہ,f,"برابر , ایماندار , انصاف پرور"
288,Adimah,عدیمہ,f,نایاب
289,Adira,ادیرا,f,"ٹھوس , مستحکم , مضبوط"
290,Adiva,عدویا,f,"شریف , نجیب , خوشگوار"
291,Adla,عدلہ,f,بااعتبار گواہ،شاہد، انصاف کرنے والی
292,Adlaah,ادلہ,f,کامیاب
293,Adlah,ادلہ,f,مال و دولت،کامیابی،فتح
294,Adlai,عدلیا,f,"عدل پسند , عادل , منصف مزاج"
295,Adsah,عدسہ,f,خادم
296,Adweh,عدوہ,f,دریا کا کنارہ
297,Aeedah,ایدہ,f,"ملاقات کرنے والا ۔, واپس کرنا, اجر"
298,Aeelah,عیلہ,f,نیک
299,Aeen,عین,f,آنکھ
300,Aeera,اعیرہ,f,شاہ زادی،رانی،شاہ بیگم
301,Aeesha,عائشہ,f,"عورت , زَن , زنانہ"
302,Aeidaa,ایدا,f,خوش
303,Aeitalaa,اعتلہ,f,بلند
304,Aena,عینا,f,بڑی بڑی آنکھوں والی
305,Aeni,عینی,f,دکھائی دینے والی
306,Aerkun,ایرکن,f,صبح
307,Aesaar,ایثار,f,قربانی
308,Aesha,عائشہ,f,"زَن , زنانہ , عورت ذات"
309,Aeshah,عائشہ,f,"زَن , زنانہ , عورت"
310,Aeta,عیطاء,f,لمبی گردن والی
311,Aezalnisa,اعزالنساء,f,عزت دار
312,Afaadah,افادہ,f,فائدہ مند
313,Afaaf,عفاف,f,نیک
314,Afadah,افادہ,f,نفع پہنچانے والی،کامیاب
315,Afaf,عفاف,f,پارسائی، پاکیزگی
316,Afana,عفانہ,f,معاف کرنے والی
317,Afareen,آفرین,f,"اس کے علاوہ اپنے ذرائع , تعریف کرنا"
318,Afda,آفدہ,f,جلد باز
319,Afeefah,عفیفہ,f,"خالص, نیک ۔ ,"
320,Afeefeh,عفیفہ,f,نیک
321,Afera,عافیرہ,f,تیزی سے کام کرنے والی
322,Afernaa,عفرنا,f,شیر
323,Affat,عفت,f,عصمت پارسائی، پاکباز
324,Affrah,افرہ,f,ماہر
325,Affroz,افروز,f,روشن
326,Affrozah,افروزہ,f,روشن
327,Affshaan,افشاں,f,سنہری
328,Affshin,افشین,f,سنہری
329,Affsoon,افسوں,f,جادو
330,Affzaa,افزاء,f,اضافہ
331,Affzah,افضہ,f,راز
332,Affzal,افضل,f,اچھا
333,Afia,عافیہ,f,دور کے تمام مسائل سے
334,Afiaah,افیہ,f,سوچ
335,Afifa,عفیفہ,f,پارسا عورت
336,Afifah,عفیفہ,f,"دیانتدار , نیک , خالص"
337,Afira,عافرہ,f,مٹی،گرد،سجاوٹ،آرائش
338,Afirah,عفیرہ,f,مہربان
339,Afiya,عافیہ,f,خیر کی طالب
340,Aflak,افلک,f,اجرام فلکی
341,Aflaq,افلق,f,صبح کی روشنی
342,Afmar,افمر,f,تاج
343,Afnan,افنان,f,درخت کی شاخیں یا مسواک
344,Afra,افراع,f,"کورا , چِٹّا , سُفيد"
345,Afraah,افراح,f,خوش
346,Afrah,افرہ,f,ماہر٬کھلاں ہواخوشی ، نعمت،
347,Afraha,افرحہ,f,خوش کرنے والی،راضی کرنا
348,Afrahaa,افرحہ,f,خوش
349,Afrasham,افریشم,f,ریشم
350,Afrashta,افراشتہ,f,بلند
351,Afrazdia,افرازدیہ,f,بلند
352,Afrazenda,افرازندہ,f,بلند
353,Afrazidah,افرازیدی,f,بلند
354,Afreen,آفرین,f,شاباش، مرحبا
355,Afresham,افریشم,f,ریشم جیسی نرم و ملائم،ریشم کی طرح نازک
356,Afrida,آفریدہ,f,پیدا کی ہوئی
357,Afrin,عفرین,f,چالاک
358,Afroda,آفرودہ,f,چراغ کی بتی
359,Afrokhtah,افروختہ,f,روشن
360,Afroz,أفرز,f,"روشن کرنا , مُنوَّر کرنا, روشنی ڈالنا"
361,Afroza,افروزہ,f,شمع،چراغ کی بتی ،روشن کیا ہوا
362,Afroze,افروز,f,روشن کرنے والا
363,Afsa,افصہ,f,حضرت محمد صلی اللہ علیہ وسلم کی بیوی
364,Afsaneh,افسانہ,f,ایک پریوں کی کہانی
365,Afser,افسر,f,بلند
366,Afsha,افشاء,f,ظاہر
367,Afshaan,افشاں,f,ابرک بکھیرنا
368,Afshan,افشاں,f,بکھیرنا،ابرک ، تقسیم کرنا
369,Afshanda,افشاندہ,f,چمک
370,Afsheen,افشین,f,"چمکتا ستارہ, روشن,"
371,Afsia,افسیہ,f,سوچ
372,Afsoon,افسون,f,"سَحَر , ہجے کرنا , مسحور کرنا"
373,Afsun,افسوں,f,جادو کرنا،سحر میں جکڑنا
374,Aftan,افتان,f,"دلربا , دلکش , زیادہ پرکشش"
375,Afterasham,افتر یشم,f,نرم
376,Afya,افیا,f,"سَلامتی , تَندرُستی , صحت"
377,Afza,افزہ,f,"بڑھتا ہوا , افزوں , بڑھانا"
378,Afzaa,افضاﺀ,f,"وسعت دینے والا, بھید بتانا"
379,Afziaa,افضیہ,f,وسیع
380,Afziah,افضیہ,f,سخی،فراخ دل
381,Afzoon,افزون,f,اضافہ
382,Afzun,افزوں,f,پروان چھڑنا،پرورش کرنا،بڑھانا
383,Agha Maina,آغامینا,f,بنگال کی مینا
384,Agha Meena,آغا مینا,f,بنگال کی مینا، بنگال کی مینا جس کی زبان سے آغا آغا بہت صاف نکلتا ہے ۔ خوش آواز لڑکی
385,Aghala,آغحلا,f,"خوشی کا , خوشی والا, خوشگوار"
386,Aghigh,اغحلغہ,f,پتھر
387,Aghsan,أغحصان,f,", شاخ, ڈالی"
388,Ahaarah,عحارہ,f,سورج
389,Ahd,احد,f,"علم ہونا , آگاہی , رہن"
390,Ahdi,احدی,f,سکون
391,Ahdia,احدیہ,f,"منفرد ۔ , بیمثال, واحد"
392,Ahfesa,احفصہ,f,مضبوط
393,Ahfsa,احفصہ,f,پکا کرنا
394,Ahibbat,اہیبت,f,محبُوب
395,Ahla,احلاء,f,میٹھا
396,Ahlaala,اہلالہ,f,نیا چاند
397,Ahlala,اہلالہ,f,نیا چاند،نیا قمر
398,Ahlalah,احلالہ,f,نیا چاند
399,Ahlam,اہلم,f,"خواب , سپنے"
400,Ahlaya,اھلایہ,f,نیا چاند
401,Ahlem,احلیم,f,"خواب دیکھنا, سپنا, خام خیال"
402,Ahmadi,احمدی,f,سونے کا سکہ،سونے کی اشرفی
403,Ahmareen,احمرین,f,سرخ رنگت والی،سرخ رنگت والی،لال
404,Ahmedi,احمدی,f,سونے کا سکہ
405,Ahmer,احمر,f,سرخ
406,Ahmreen,آحمرین,f,سرخ رنگ والی
407,Ahmrin,احمرین,f,سرخ
408,Ahoo,آہو,f,"آہو , غزال , ہرن"
409,Ahou,آہو,f,"غزال , آہو , ہرن"
410,Ahsanat,احسنت,f,تعریف
411,Ahsifah,احصفہ,f,مضبوط
412,Ahwaad,احواد,f,خوبصورت
413,Ahwad,احواد,f,سیاہ آنکھوں والی،خوبصورت آنکھوں والی،حسین
414,Aicha,ايشا,f,"سرگرمی , جوش و خروش, ولولہ"
415,Aida,عایدہ,f,عہد و پیمان کرنےوالی،وفا کرنے والی،قول و اقرار کرنے والی
416,Aidah,ایدہ,f,"مہمان, واپس لوٹنے والے شخص,"
417,Aieeda,اییدہ,f,"لوٹ کر آئی , واپس آئی , واپس لوٹی"
418,Aiela,عائلہ,f,منکسر مزاج
419,Aiena,عائنہ,f,دیکھنا،معائنہ کرنا
420,Aiesha,عائشہ,f,"زنانہ , زَن , عورت"
421,Aieshah,عائشہ,f,"زنانہ , عورت ذات , مادہ"
422,Aifa,عائفہ,f,خلوت پسند،تنہائی پسند، تیز ،درشت ،مزاج
423,Aighar,أغار,f,"وہ ایک مذہبی تھی, نیک اورصالح عورت,"
424,Aila,عیلہ,f,"شان دار, عظیم الشان,"
425,Aimah,عیمہ,f,عمدہ
426,Aimal,ایمل,f,آرزو، خواہش
427,Aiman,ایمن,f,مبارک باد دینے والی،بے خوف ، محفوظ، مبارک
428,Aimel,ایمل,f,خواہش
429,Aimen,ایمن,f,بہادر
430,Aimi,ایمی,f,سکون
431,Ain Alsaba,این الصبا,f,آنکھ کا خزانہ
432,Ain Un Noor,عین النور,f,ایک ستارے کا نام،چاند کا نور ، چاند کا جلوہ ، چاند کی روشنی ،ماہ تاب
433,Ain-Ul-Haq,عین الحق,f,آنکھ
434,Ain-ul-Hayat,عین الحیات,f,زندگی کی آنکھ
435,Aina,اعینہ,f,خوبصورت آنکھوں والی عورت
436,Ainaa,عینا,f,خوبصورت آنکھ
437,Ainain,عینین,f,آنکھیں، دونوں آنکھیں
438,Ainalsaba,نلسبا,f,آنکھ کا خزانہ.
439,Ainee,عینی,f,آنکھ
440,Ainin,عینین,f,آنکھیں
441,Ainiyah,عینیہ,f,عینک
442,Ainoor,آئینور,f,چاند کا ہالہ،چاند کا نور
443,Ainu,عینو,f,خوبصورت
444,Ainul Hayaat,عین الحیات,f,آنکھ
445,Aiqah,عیقہ,f,کنارہ
446,Aira,آئرہ,f,قابل عزت،قابل احترام، محترم،ذی عزت
447,Aisdah,عیسدہ,f,باغی
448,Aisfah,عیسفہ,f,غصیلہ
449,Aisha,عائشہ,f,"عائشہ نبی محمد ﷺ کی پسندیدہ بیوی کا نام تھا , زندہ دل عورت"
450,Aisia,عائشہ,f,"زَن , زنانہ , عورت ذات"
451,Aisiah,عائشہ,f,"عورت ذات , عورت , زَن"
452,Aitaa,عیطاء,f,لمبی گردن
453,Aitimaad,اعتماد,f,بھروسہ
454,Aixa,آذیہ,f,"راحت , مُسرّت , خُوشی"
455,Aiza,آئزہ,f,عزت والی، مرتبہ والی، مقام والی
456,Ajabah,عجابہ,f,انوکھی
457,Ajeeba,عجیبہ,f,نرالی،انوکھی
458,Ajeeh,اجیہ,f,عمدہ
459,Ajia,اجیہ,f,نہایت عالی شان، عمدہ اعلیٰ
460,Ajibah,عجیبہ,f,انوکھی
461,Ajila,عاجلہ,f,عجلت کرنے والی
462,Ajjmal,اجمل,f,خوبصورت
463,Ajjnabi,اجنبی,f,انجان
464,Ajjwad,اجود,f,سمجھدار
465,Ajla,اجلہ,f,"ہموار , خوبصورت , ہشاش بشاش"
466,Ajlaa,اجلہ,f,عظیم
467,Ajra,اجرہ,f,انعام و اکرام، کام پر لگانے والی ،کام پر رکھنے والی
468,Ajrah,اجرہ,f,انعام
469,Ajulah,عجولہ,f,تیز
470,Ajwa,اجوا,f,حضور ﷺ کی طرف سے لگائے سعودی عرب میں اجوا درخت کا نام
471,Akbaree,اکبری,f,بڑی
472,Akbari,اکبری,f,بڑی٬فضیلت والی،رحمت والی،کرم والی
473,Akharbeen,آخربین,f,سمجھدار
474,Akhgarr,اخگر,f,آگ
475,Akhlaaq,اخلاق,f,اچھی عادت
476,Akhlaqi,اخلاقی,f,"نیک کردار , اچھا , خصلت"
477,Akhmass,اخمس,f,بہادر
478,Akhoshi,اخوشی,f,خوش
479,Akhtaf,اختف,f,ایک پتلی کمر کے ساتھ
480,Akhtar,اختر,f,تارا، نصیبہ
481,Akhtari,اختری,f,نبی کی بیوی ..
482,Akhter,اختر,f,ستارہ
483,Akhtery,اختری,f,ستارہ
484,Akhzari,اخزاری,f,"سبزی مائل , قدرے سبز"
485,Aki,اکی,f,"صاف دودھ , خالص دودھ"
486,Akia,عکیہ,f,بہن
487,Akida,عقیدہ,f,"لاریب, مضبوط, مستحکم"
488,Akifa,اقیفہ,f,"نذر کیا ہوا, نظر کرنا,"
489,Akifah,اقیفہ,f,"عملا, مصروف,"
490,Akila,عکیلا,f,"فہیم , ذہین , عَقل مند"
491,Akilah,اکیلہ,f,"معقول , منطقی , سمجھ دار"
492,Akkah,عکہ,f,جنگلی کوا
493,Akleema,اقلیمہ,f,آدم علیہ سلام کی خوبصورت بیٹیوں میں سے ایک
494,Aknah,اکنہ,f,حقیقت
495,Aknan,اکنان,f,پردہ،حجاب
496,Akseelah,عکسیلہ,f,پیاسا
497,Aksoon,اکسون,f,عمدہ
498,Akwas,اکواس,f,"بہتَر , اچھا , حسین گر"
499,Al-Islaam,الاسلام,f,فرمانبردار
500,Al-maa,الماء,f,پیارا
501,Al-Maab,الماب,f,واپس
502,Alaalah,علالہ,f,سیر
503,Alaia,علیا,f,"اُونچا , رفیع , بلند"
504,Alam Ara,عالم آراﺀ,f,دنیا کو سنوارنے والی،جہاں کو آراستہ کرنے والی،جہاں کی آرائش کرنے والی
505,Alam Efroze,عالم افروز,f,دنیا کو روشن کرنے والی،دینا کو منور کرنے والی،دنیا کو روشن کرنے والا
506,Alamara,عالم آراﺀ,f,سجاوٹ دنیا کی
